soil_moisture,soil_temp,soil_ph,tank_level,ambient_humidity,ambient_temp,rain_next_48h,irrigate,timestamp
28.727005942368123,33.767857660247905,7.3299848545285125,59.86584841970366,30.921304830970556,14.67983561008608,1.1616722433639892,1,1728558698
26.685430556951093,13.571670448048518,7.127221182372132,5.641157902710026,70.53991405867774,38.1565812704725,0.015575316820286567,0,1757666054
19.17022549267169,17.60605607398844,6.811891079080595,43.194501864211574,40.386039813862936,28.355586841671386,2.7898772130408367,1,1744531686
58.68777594207296,15.819283510757606,5.726516086332052,61.838600933308726,46.77233938870139,39.49692657420364,9.335257864959598,0,1755341021
40.37724259507192,14.263103092182288,5.662628982463199,94.88855372533332,87.59424231521916,34.25192044349383,6.092275383467413,0,1740924045
21.54469128110745,16.02563665065029,7.208158797063645,60.99966577826209,78.3236438215315,15.200939605233163,7.821212151464816,0,1746823312
43.1261142176991,17.792776902235275,6.800170052944527,54.67102793432797,32.93981188678689,39.08753883293676,15.502656467222291,0,1749184032
29.75751180009072,33.166471644844854,7.318179989641052,32.65407688058354,59.93107820837796,25.62502780077471,19.22344048698698,0,1754402797
29.4338644844741,16.783725794347397,7.571843772879824,35.67533266935893,39.66541567811665,26.280882494747456,2.818484499495253,0,1734911667
18.263346953150126,10.390910168529848,6.558503701765924,39.48815181755697,40.54417223026267,10.422394681452534,3.976848081776103,1,1756032314
46.45035840204937,29.281758667148644,5.685111629335226,35.84657285442726,28.11083416675908,35.89310277626781,12.465962536551158,0,1745859360
14.770505824520566,19.27045630495666,7.172103131659018,66.59223566174967,61.3908451395409,18.241653789701925,11.224868516954023,0,1757278175
15.979712296915086,27.831119680574876,7.401962621542244,56.127719756949624,73.96770259681927,24.81386789093172,10.454656587639882,0,1733434035
15.544541040591566,20.983412546644253,6.004298005838491,89.57635956735194,53.275915622747824,26.89826715929151,13.91032172852255,0,1729770717
22.464611457443745,20.259573075890742,7.388877846357621,22.879816549162246,25.38859368801551,18.69254358741304,3.2244257450800884,1,1757725824
41.21770240668966,17.390842145942848,5.763735649575676,45.653457048291024,35.29083060517835,22.495298436110986,17.665605178377366,0,1740449858
50.372007758203125,32.40228249808733,6.29500868742966,11.005192452767677,35.95546137793592,22.813233658787688,16.36029531844986,0,1751947225
25.239062907901452,14.116396328573543,6.835223548438605,48.48299713589832,68.47052230231893,18.082370013955646,4.882510444955484,1,1739607943
26.160146601037763,22.969765543584153,7.2575473972379445,36.3629602379294,88.02474579046725,38.87341884826334,5.035645916507283,0,1736032576
45.6135294962221,13.702173248834997,7.994351212622355,26.6781014275285,88.3630469082857,22.331110399546937,0.6610146580109677,0,1752094690
55.41329429833269,15.98904726667431,5.862237180228058,48.9452760277563,88.99553178774205,17.261658145345013,13.442710948117572,0,1741417975
28.482722803070224,16.053998456935645,7.5078493909497395,47.03006344460384,88.83961986263901,21.96473327333659,16.32863746438768,0,1751455282
51.7651247794619,18.019501624293397,5.966296275999635,4.077514155476392,61.36250602317693,30.326930855268472,0.33175657855712304,0,1739384575
50.47505230698577,18.716649682293234,5.740441377728552,94.0523264489604,47.83004147612657,25.5325405158244,16.75420211814656,0,1741383607
27.053317552512926,12.836838031014727,7.811734045696407,87.7339353380981,38.05591394006089,29.79952138102537,16.344444004024318,0,1755564745
35.831794563550716,16.520729370760225,7.990634249394811,96.54193512887936,59.08054175249683,36.479090295680194,3.7741421668275876,0,1734431193
